Datacenter,Rack,Server,Interface,MAC Address,Type,Description
DC-East,EAST-R04,EAST-SRV-063,bmc,A0:36:9F:0A:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R04,EAST-SRV-063,ens1f0,3C:FD:FE:0A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R04,EAST-SRV-063,ens2f0,3C:FD:FE:0A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R04,EAST-SRV-063,mgmt0,A0:36:9F:F2:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R04,EAST-SRV-064,bmc,A0:36:9F:0B:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R04,EAST-SRV-064,ens1f0,3C:FD:FE:0B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R04,EAST-SRV-064,ens2f0,3C:FD:FE:0B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R04,EAST-SRV-064,mgmt0,A0:36:9F:F3:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R04,EAST-SRV-065,bmc,A0:36:9F:0C:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R04,EAST-SRV-065,ens1f0,3C:FD:FE:0C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R04,EAST-SRV-065,ens2f0,3C:FD:FE:0C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R04,EAST-SRV-065,mgmt0,A0:36:9F:F4:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R04,EAST-SRV-066,bmc,A0:36:9F:0D:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R04,EAST-SRV-066,ens1f0,3C:FD:FE:0D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R04,EAST-SRV-066,ens2f0,3C:FD:FE:0D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R04,EAST-SRV-066,mgmt0,A0:36:9F:F5:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R04,EAST-SRV-067,bmc,A0:36:9F:0E:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R04,EAST-SRV-067,ens1f0,3C:FD:FE:0E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R04,EAST-SRV-067,ens2f0,3C:FD:FE:0E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R04,EAST-SRV-067,mgmt0,A0:36:9F:F6:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R04,EAST-SRV-068,bmc,A0:36:9F:0F:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R04,EAST-SRV-068,ens1f0,3C:FD:FE:0F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R04,EAST-SRV-068,ens2f0,3C:FD:FE:0F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R04,EAST-SRV-068,mgmt0,A0:36:9F:F7:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-069,bmc,A0:36:9F:15:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-069,ens1f0,3C:FD:FE:15:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-069,ens2f0,3C:FD:FE:15:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-069,mgmt0,A0:36:9F:FD:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-070,bmc,A0:36:9F:16:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-070,ens1f0,3C:FD:FE:16:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-070,ens2f0,3C:FD:FE:16:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-070,mgmt0,A0:36:9F:FE:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-071,bmc,A0:36:9F:17:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-071,ens1f0,3C:FD:FE:17:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-071,ens2f0,3C:FD:FE:17:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-071,mgmt0,A0:36:9F:FF:05:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-072,bmc,A0:36:9F:18:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-072,ens1f0,3C:FD:FE:18:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-072,ens2f0,3C:FD:FE:18:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-072,mgmt0,A0:36:9F:00:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-073,bmc,A0:36:9F:19:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-073,ens1f0,3C:FD:FE:19:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-073,ens2f0,3C:FD:FE:19:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-073,mgmt0,A0:36:9F:01:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-074,bmc,A0:36:9F:1A:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-074,ens1f0,3C:FD:FE:1A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-074,ens2f0,3C:FD:FE:1A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-074,mgmt0,A0:36:9F:02:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-075,bmc,A0:36:9F:1B:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-075,ens1f0,3C:FD:FE:1B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-075,ens2f0,3C:FD:FE:1B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-075,mgmt0,A0:36:9F:03:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-076,bmc,A0:36:9F:1C:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-076,ens1f0,3C:FD:FE:1C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-076,ens2f0,3C:FD:FE:1C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-076,mgmt0,A0:36:9F:04:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-077,bmc,A0:36:9F:1D:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-077,ens1f0,3C:FD:FE:1D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-077,ens2f0,3C:FD:FE:1D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-077,mgmt0,A0:36:9F:05:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-078,bmc,A0:36:9F:1E:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-078,ens1f0,3C:FD:FE:1E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-078,ens2f0,3C:FD:FE:1E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-078,mgmt0,A0:36:9F:06:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-079,bmc,A0:36:9F:1F:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-079,ens1f0,3C:FD:FE:1F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-079,ens2f0,3C:FD:FE:1F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-079,mgmt0,A0:36:9F:07:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-080,bmc,A0:36:9F:20:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-080,ens1f0,3C:FD:FE:20:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-080,ens2f0,3C:FD:FE:20:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-080,mgmt0,A0:36:9F:08:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-081,bmc,A0:36:9F:21:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-081,ens1f0,3C:FD:FE:21:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-081,ens2f0,3C:FD:FE:21:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-081,mgmt0,A0:36:9F:09:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-082,bmc,A0:36:9F:22:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-082,ens1f0,3C:FD:FE:22:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-082,ens2f0,3C:FD:FE:22:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-082,mgmt0,A0:36:9F:0A:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-083,bmc,A0:36:9F:23:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-083,ens1f0,3C:FD:FE:23:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-083,ens2f0,3C:FD:FE:23:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-083,mgmt0,A0:36:9F:0B:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R05,EAST-SRV-084,bmc,A0:36:9F:24:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R05,EAST-SRV-084,ens1f0,3C:FD:FE:24:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R05,EAST-SRV-084,ens2f0,3C:FD:FE:24:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R05,EAST-SRV-084,mgmt0,A0:36:9F:0C:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-085,bmc,A0:36:9F:2A:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-085,ens1f0,3C:FD:FE:2A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-085,ens2f0,3C:FD:FE:2A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-085,mgmt0,A0:36:9F:12:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-086,bmc,A0:36:9F:2B:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-086,ens1f0,3C:FD:FE:2B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-086,ens2f0,3C:FD:FE:2B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-086,mgmt0,A0:36:9F:13:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-087,bmc,A0:36:9F:2C:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-087,ens1f0,3C:FD:FE:2C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-087,ens2f0,3C:FD:FE:2C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-087,mgmt0,A0:36:9F:14:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-088,bmc,A0:36:9F:2D:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-088,ens1f0,3C:FD:FE:2D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-088,ens2f0,3C:FD:FE:2D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-088,mgmt0,A0:36:9F:15:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-089,bmc,A0:36:9F:2E:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-089,ens1f0,3C:FD:FE:2E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-089,ens2f0,3C:FD:FE:2E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-089,mgmt0,A0:36:9F:16:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-090,bmc,A0:36:9F:2F:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-090,ens1f0,3C:FD:FE:2F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-090,ens2f0,3C:FD:FE:2F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-090,mgmt0,A0:36:9F:17:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-091,bmc,A0:36:9F:30:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-091,ens1f0,3C:FD:FE:30:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-091,ens2f0,3C:FD:FE:30:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-091,mgmt0,A0:36:9F:18:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-092,bmc,A0:36:9F:31:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-092,ens1f0,3C:FD:FE:31:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-092,ens2f0,3C:FD:FE:31:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-092,mgmt0,A0:36:9F:19:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-093,bmc,A0:36:9F:32:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-093,ens1f0,3C:FD:FE:32:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-093,ens2f0,3C:FD:FE:32:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-093,mgmt0,A0:36:9F:1A:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-094,bmc,A0:36:9F:33:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-094,ens1f0,3C:FD:FE:33:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-094,ens2f0,3C:FD:FE:33:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-094,mgmt0,A0:36:9F:1B:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-095,bmc,A0:36:9F:34:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-095,ens1f0,3C:FD:FE:34:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-095,ens2f0,3C:FD:FE:34:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-095,mgmt0,A0:36:9F:1C:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-096,bmc,A0:36:9F:35:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-096,ens1f0,3C:FD:FE:35:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-096,ens2f0,3C:FD:FE:35:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-096,mgmt0,A0:36:9F:1D:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-097,bmc,A0:36:9F:36:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-097,ens1f0,3C:FD:FE:36:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-097,ens2f0,3C:FD:FE:36:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-097,mgmt0,A0:36:9F:1E:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-098,bmc,A0:36:9F:37:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-098,ens1f0,3C:FD:FE:37:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-098,ens2f0,3C:FD:FE:37:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-098,mgmt0,A0:36:9F:1F:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-099,bmc,A0:36:9F:38:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-099,ens1f0,3C:FD:FE:38:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-099,ens2f0,3C:FD:FE:38:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-099,mgmt0,A0:36:9F:20:06:00,1000base-t,Management Interface (PCI Card)
DC-East,EAST-R06,EAST-SRV-100,bmc,A0:36:9F:39:02:00,1000base-t,BMC Management Interface
DC-East,EAST-R06,EAST-SRV-100,ens1f0,3C:FD:FE:39:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-East,EAST-R06,EAST-SRV-100,ens2f0,3C:FD:FE:39:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-East,EAST-R06,EAST-SRV-100,mgmt0,A0:36:9F:21:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-001,bmc,A0:36:9F:3F:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-001,ens1f0,3C:FD:FE:3F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-001,ens2f0,3C:FD:FE:3F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-001,mgmt0,A0:36:9F:27:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-002,bmc,A0:36:9F:40:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-002,ens1f0,3C:FD:FE:40:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-002,ens2f0,3C:FD:FE:40:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-002,mgmt0,A0:36:9F:28:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-003,bmc,A0:36:9F:41:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-003,ens1f0,3C:FD:FE:41:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-003,ens2f0,3C:FD:FE:41:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-003,mgmt0,A0:36:9F:29:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-004,bmc,A0:36:9F:42:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-004,ens1f0,3C:FD:FE:42:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-004,ens2f0,3C:FD:FE:42:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-004,mgmt0,A0:36:9F:2A:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-005,bmc,A0:36:9F:43:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-005,ens1f0,3C:FD:FE:43:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-005,ens2f0,3C:FD:FE:43:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-005,mgmt0,A0:36:9F:2B:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-006,bmc,A0:36:9F:44:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-006,ens1f0,3C:FD:FE:44:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-006,ens2f0,3C:FD:FE:44:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-006,mgmt0,A0:36:9F:2C:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-007,bmc,A0:36:9F:45:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-007,ens1f0,3C:FD:FE:45:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-007,ens2f0,3C:FD:FE:45:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-007,mgmt0,A0:36:9F:2D:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-008,bmc,A0:36:9F:46:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-008,ens1f0,3C:FD:FE:46:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-008,ens2f0,3C:FD:FE:46:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-008,mgmt0,A0:36:9F:2E:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-009,bmc,A0:36:9F:47:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-009,ens1f0,3C:FD:FE:47:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-009,ens2f0,3C:FD:FE:47:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-009,mgmt0,A0:36:9F:2F:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-010,bmc,A0:36:9F:48:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-010,ens1f0,3C:FD:FE:48:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-010,ens2f0,3C:FD:FE:48:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-010,mgmt0,A0:36:9F:30:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-011,bmc,A0:36:9F:49:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-011,ens1f0,3C:FD:FE:49:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-011,ens2f0,3C:FD:FE:49:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-011,mgmt0,A0:36:9F:31:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-012,bmc,A0:36:9F:4A:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-012,ens1f0,3C:FD:FE:4A:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-012,ens2f0,3C:FD:FE:4A:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-012,mgmt0,A0:36:9F:32:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-013,bmc,A0:36:9F:4B:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-013,ens1f0,3C:FD:FE:4B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-013,ens2f0,3C:FD:FE:4B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-013,mgmt0,A0:36:9F:33:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-014,bmc,A0:36:9F:4C:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-014,ens1f0,3C:FD:FE:4C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-014,ens2f0,3C:FD:FE:4C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-014,mgmt0,A0:36:9F:34:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-015,bmc,A0:36:9F:4D:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-015,ens1f0,3C:FD:FE:4D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-015,ens2f0,3C:FD:FE:4D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-015,mgmt0,A0:36:9F:35:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-016,bmc,A0:36:9F:4E:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-016,ens1f0,3C:FD:FE:4E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-016,ens2f0,3C:FD:FE:4E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-016,mgmt0,A0:36:9F:36:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R01,WEST-SRV-017,bmc,A0:36:9F:4F:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R01,WEST-SRV-017,ens1f0,3C:FD:FE:4F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R01,WEST-SRV-017,ens2f0,3C:FD:FE:4F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R01,WEST-SRV-017,mgmt0,A0:36:9F:37:06:00,1000base-t,Management Interface (PCI Card)
